TransactionID,Date,ProductID,TransactionType,Quantity,BatchNumber,SupplierID,WarehouseLocation,ExpiryDate,UnitCost,EmployeeID,ReferencePO,ReasonCode,StockLevelAfter
T037886,7/9/2023,P01561,Sale,-93,BATCH-6771,,A11,8/5/2025,41.44,EMP016,,,6833
T037887,5/5/2023,P00828,Return,9,BATCH-2149,,C26,3/2/2026,29.07,EMP046,,RETURN,20524
T037888,8/9/2022,P01227,Sale,-53,BATCH-5216,,C26,4/14/2024,33.94,EMP035,,,11121
T037889,3/12/2023,P00400,Purchase,969,BATCH-6711,SUP126,B40,9/11/2024,26.38,EMP010,,,9692
T037890,12/10/2023,P00456,Write-off,-41,BATCH-9461,,D49,1/17/2025,48.87,EMP017,,DAMAGE,12367
T037891,7/28/2022,P01636,Purchase,1357,BATCH-4340,SUP140,A15,1/13/2024,47.18,EMP018,,,27199
T037892,5/31/2022,P00614,Purchase,1304,BATCH-9617,SUP027,B49,3/25/2024,5.65,EMP037,,,11544
T037893,10/26/2023,P00895,Sale,-98,BATCH-8506,,B08,12/17/2025,29.81,EMP044,,,22199
T037894,7/14/2023,P00934,Purchase,510,BATCH-9467,SUP014,C36,6/14/2026,25.97,EMP042,PO-2022-03084,,13095
T037895,6/26/2023,P01940,Sale,-48,BATCH-6636,,A32,9/21/2025,45.43,EMP015,,,24975
T037896,5/25/2022,P00294,Sale,-70,BATCH-8294,,C42,5/10/2023,45.56,EMP024,,,12389
T037897,9/14/2023,P01518,Purchase,1763,BATCH-3700,SUP073,D18,10/27/2024,39.86,EMP048,,,14121
T037898,9/27/2022,P00922,Write-off,-40,BATCH-7223,,C26,12/7/2024,27.66,EMP047,,OTHER,20285
T037899,4/28/2022,P00301,Purchase,1268,BATCH-5170,SUP016,D31,7/7/2023,12.04,EMP012,PO-2022-03537,,12017
T037900,12/1/2023,P01625,Purchase,804,BATCH-7872,SUP107,A24,9/21/2025,20.15,EMP003,PO-2022-04489,,11492
T037901,11/20/2023,P00405,Purchase,1283,BATCH-1050,SUP140,D42,9/27/2025,49.1,EMP027,,,18595
T037902,8/3/2023,P00495,Return,40,BATCH-7617,,D20,6/1/2024,25.85,EMP021,,RETURN,23837
T037903,11/18/2023,P01815,Sale,-91,BATCH-9717,,B10,3/13/2025,31.22,EMP048,,,15609
T037904,3/4/2023,P01206,Write-off,-93,BATCH-5902,,B12,11/30/2025,13.36,EMP041,,OTHER,7489
T037905,2/16/2023,P00418,Sale,-55,BATCH-9923,,A31,5/10/2024,25.24,EMP041,,,17200
T037906,10/29/2022,P01915,Adjustment,-24,BATCH-5929,,C02,9/18/2025,18.56,EMP038,,DAMAGE,8012
T037907,2/26/2023,P01687,Sale,-52,BATCH-1939,,C06,12/9/2023,49.06,EMP038,,,12235
T037908,2/5/2023,P00700,Transfer,2,BATCH-7569,,D36,9/3/2023,4.98,EMP048,,,13056
T037909,9/23/2022,P01421,Purchase,766,BATCH-6344,SUP036,C26,2/20/2025,12.85,EMP001,PO-2022-01574,,15158
T037910,7/7/2023,P01312,Transfer,51,BATCH-5339,,D23,11/17/2024,28.71,EMP042,,,14298
T037911,6/30/2022,P00001,Adjustment,7,BATCH-2260,,D04,12/12/2023,30.33,EMP013,,EXPIRED,10889
T037912,7/13/2023,P01377,Purchase,2011,BATCH-9761,SUP093,A20,10/18/2024,27.52,EMP015,PO-2022-03342,,18976
T037913,3/1/2023,P00041,Write-off,-17,BATCH-1252,,C27,11/1/2024,4.48,EMP049,,EXPIRED,13689
T037914,2/21/2022,P01586,Purchase,2066,BATCH-7384,SUP081,A07,9/22/2023,33.31,EMP028,PO-2022-01887,,16163
T037915,10/3/2022,P01314,Sale,-41,BATCH-2556,,C24,1/3/2024,29.67,EMP017,,,11955
T037916,4/11/2023,P00160,Purchase,2728,BATCH-3020,SUP088,B35,2/25/2026,30.78,EMP042,PO-2022-03350,,22044
T037917,5/23/2022,P01591,Purchase,323,BATCH-5538,SUP088,B03,2/5/2025,4.88,EMP004,,,16233
T037918,4/7/2022,P01730,Purchase,1092,BATCH-5489,SUP141,D42,12/7/2023,2.81,EMP045,,,12809
T037919,5/28/2022,P01985,Purchase,619,BATCH-8486,SUP060,A26,12/17/2024,36.79,EMP021,PO-2022-00481,,11966
T037920,8/14/2023,P00478,Sale,-76,BATCH-4714,,A23,12/13/2024,21.18,EMP018,,,9854
T037921,3/16/2022,P00930,Sale,-99,BATCH-6356,,C44,11/27/2022,49.64,EMP014,,,12044
T037922,9/25/2022,P00330,Purchase,1438,BATCH-7603,SUP065,B10,10/23/2024,10.08,EMP013,PO-2022-02830,,18497
T037923,6/22/2023,P00482,Adjustment,3,BATCH-5889,,B38,5/18/2024,34.74,EMP008,,OTHER,13079
T037924,6/2/2022,P01692,Return,11,BATCH-6602,,A26,3/29/2023,13.58,EMP010,,RETURN,10687
T037925,8/13/2022,P01949,Sale,-45,BATCH-2309,,A12,6/6/2023,26.98,EMP038,,,14819
T037926,1/31/2022,P00080,Return,20,BATCH-5881,,D20,10/27/2023,6.56,EMP026,,RETURN,15660
T037927,12/13/2022,P00248,Purchase,2228,BATCH-3755,SUP068,A24,12/11/2023,11.96,EMP042,,,16651
T037928,4/8/2023,P01144,Purchase,1794,BATCH-7475,SUP039,B26,12/8/2023,45.82,EMP021,,,21464
T037929,5/3/2023,P01975,Purchase,2308,BATCH-5779,SUP112,A13,10/18/2024,9.95,EMP031,PO-2022-01636,,12062
T037930,12/4/2022,P00935,Sale,-8,BATCH-4387,,B46,9/11/2024,21.03,EMP040,,,15287
T037931,10/14/2023,P01020,Sale,-36,BATCH-9168,,C37,5/10/2024,21.67,EMP034,,,18560
T037932,11/2/2023,P00447,Purchase,2200,BATCH-8994,SUP092,B11,11/14/2025,23.06,EMP002,PO-2022-02673,,16731
T037933,7/26/2022,P00693,Adjustment,-16,BATCH-6364,,C29,9/15/2024,4.09,EMP019,,DAMAGE,27462
T037934,6/12/2023,P00852,Sale,-95,BATCH-6772,,D15,2/1/2026,13.6,EMP009,,,15149
T037935,9/15/2023,P00434,Transfer,41,BATCH-6182,,B50,11/16/2024,40.37,EMP035,,,23726
T037936,2/5/2023,P00632,Sale,-92,BATCH-5472,,D49,9/19/2025,27.47,EMP038,,,11544
T037937,10/22/2022,P01980,Purchase,1862,BATCH-5188,SUP089,D16,12/25/2023,31.44,EMP017,,,37533
T037938,10/8/2022,P01141,Sale,-17,BATCH-9031,,D19,2/29/2024,8.08,EMP009,,,25594
T037939,6/29/2022,P00133,Sale,-63,BATCH-7696,,A36,3/22/2023,2.68,EMP039,,,18992
T037940,3/9/2022,P00835,Sale,-91,BATCH-8412,,B50,2/18/2025,17.1,EMP008,,,10889
T037941,3/24/2022,P00734,Return,7,BATCH-9925,,B32,10/28/2024,26.04,EMP004,,RETURN,17327
T037942,6/2/2023,P00686,Purchase,808,BATCH-6900,SUP087,C11,10/23/2024,9.27,EMP047,PO-2022-00610,,15526
T037943,8/24/2023,P00228,Purchase,1068,BATCH-7705,SUP087,B21,2/2/2026,19.3,EMP046,,,23996
T037944,2/13/2023,P00912,Purchase,841,BATCH-6541,SUP019,B49,11/28/2025,44.39,EMP029,PO-2022-01861,,17928
T037945,8/21/2023,P00498,Transfer,74,BATCH-6738,,B01,6/15/2026,33.44,EMP024,,,19431
T037946,8/15/2022,P00178,Purchase,1380,BATCH-6990,SUP091,A07,10/24/2024,6.01,EMP025,,,24199
T037947,4/1/2022,P00305,Write-off,-89,BATCH-8155,,B16,2/24/2025,39.53,EMP006,,DAMAGE,11422
T037948,1/15/2023,P01510,Adjustment,-23,BATCH-4667,,A23,11/18/2023,9.43,EMP046,,THEFT,13816
T037949,4/21/2022,P01981,Purchase,203,BATCH-1505,SUP064,D43,5/3/2024,39.51,EMP011,PO-2022-01719,,10219
T037950,5/28/2023,P01085,Purchase,1611,BATCH-6152,SUP121,C45,11/27/2025,39.4,EMP014,PO-2022-01980,,7477
T037951,9/5/2023,P01688,Sale,-31,BATCH-5638,,C14,6/22/2026,38.42,EMP011,,,17310
T037952,10/12/2023,P01252,Purchase,1728,BATCH-6633,SUP122,A48,9/20/2024,34.59,EMP034,PO-2022-02703,,27493
T037953,7/19/2022,P00073,Purchase,347,BATCH-8279,SUP068,D15,3/13/2024,20.03,EMP047,PO-2022-00803,,9440
T037954,11/18/2022,P00678,Sale,-27,BATCH-8318,,B35,12/31/2023,32.17,EMP016,,,13149
T037955,8/17/2022,P00200,Purchase,2010,BATCH-3793,SUP016,D31,5/11/2025,39.85,EMP014,,,16997
T037956,2/5/2022,P01590,Sale,-82,BATCH-9061,,B15,8/6/2022,24.83,EMP008,,,9815
T037957,9/30/2022,P01481,Sale,-22,BATCH-3410,,D15,8/12/2025,37.81,EMP018,,,9503
T037958,6/27/2022,P00527,Purchase,1889,BATCH-9708,SUP039,B12,4/14/2025,3.2,EMP030,PO-2022-03232,,16302
T037959,3/23/2023,P00686,Purchase,2055,BATCH-9940,SUP075,D05,7/30/2025,9.27,EMP046,,,17581
T037960,12/29/2023,P00694,Sale,-18,BATCH-1169,,D39,7/21/2024,21.69,EMP046,,,21218
T037961,8/14/2022,P00498,Sale,-97,BATCH-8281,,D37,6/16/2024,33.44,EMP027,,,19334
T037962,3/24/2023,P00584,Purchase,2468,BATCH-7917,SUP010,C36,10/3/2023,43.04,EMP012,PO-2022-04409,,12878
T037963,12/31/2023,P01392,Sale,-7,BATCH-4915,,A44,8/31/2025,20.39,EMP021,,,30421
T037964,9/14/2023,P01288,Sale,-85,BATCH-8269,,B10,11/12/2025,37.46,EMP046,,,21451
T037965,6/8/2022,P01168,Sale,-65,BATCH-3326,,D39,6/20/2023,49.15,EMP023,,,13337
T037966,5/3/2023,P00326,Sale,-34,BATCH-6045,,A27,2/3/2024,7.25,EMP007,,,14516
T037967,9/17/2022,P01153,Sale,-82,BATCH-1407,,C21,2/27/2025,10.97,EMP038,,,15854
T037968,5/29/2023,P01679,Purchase,1826,BATCH-7330,SUP011,B04,1/11/2026,9.73,EMP015,PO-2022-02452,,11588
T037969,9/11/2023,P00166,Purchase,2180,BATCH-4932,SUP040,D09,7/12/2025,35.09,EMP020,PO-2022-00857,,22312
T037970,3/18/2023,P01253,Return,34,BATCH-6778,,D16,1/15/2025,16.13,EMP036,,RETURN,10632
T037971,2/3/2023,P01950,Purchase,1898,BATCH-3159,SUP002,B28,11/20/2024,27.67,EMP025,PO-2022-04408,,21050
T037972,4/16/2022,P01247,Sale,-33,BATCH-9689,,D15,4/18/2024,16.15,EMP015,,,15052
T037973,8/21/2022,P01709,Purchase,1000,BATCH-7324,SUP140,D39,2/5/2024,18.29,EMP033,PO-2022-01501,,9443
T037974,11/19/2023,P00155,Sale,-42,BATCH-4427,,C15,6/5/2024,24.51,EMP001,,,19063
T037975,11/30/2022,P01053,Sale,-34,BATCH-2414,,A21,11/10/2024,39.43,EMP049,,,9880
T037976,7/26/2023,P01527,Sale,-74,BATCH-3951,,D43,9/24/2024,14.78,EMP047,,,13198
T037977,4/19/2022,P01987,Purchase,262,BATCH-2410,SUP006,A45,12/7/2023,35.29,EMP006,,,14672
T037978,7/29/2022,P01721,Purchase,2413,BATCH-4189,SUP032,A46,10/28/2023,39.5,EMP009,,,13165
T037979,3/15/2022,P00364,Adjustment,-10,BATCH-8851,,D17,4/13/2023,16.97,EMP044,,DAMAGE,19838
T037980,8/9/2022,P00461,Purchase,1462,BATCH-3631,SUP102,D20,6/2/2025,42.09,EMP041,PO-2022-00144,,22134
T037981,12/27/2022,P01304,Purchase,1399,BATCH-6101,SUP078,D14,8/11/2023,15.42,EMP033,PO-2022-00166,,17962
T037982,12/20/2022,P00931,Purchase,1954,BATCH-7638,SUP125,A20,12/10/2023,39.36,EMP044,,,13667
T037983,12/16/2022,P01226,Purchase,303,BATCH-3500,SUP135,A31,3/12/2025,9.79,EMP001,PO-2022-03544,,17727
T037984,1/9/2023,P01166,Purchase,2722,BATCH-4038,SUP099,A01,6/26/2025,28.65,EMP041,,,14980
T037985,12/22/2023,P01505,Return,40,BATCH-4242,,D45,11/6/2025,34.05,EMP035,,RETURN,11674
T037986,7/22/2022,P00943,Purchase,2719,BATCH-7248,SUP025,D18,8/24/2024,48.43,EMP040,PO-2022-04534,,18747
T037987,5/18/2022,P01550,Sale,-62,BATCH-7877,,B32,10/4/2024,8.92,EMP008,,,6096
T037988,5/29/2023,P01981,Transfer,14,BATCH-9196,,D39,1/20/2026,39.51,EMP010,,,10233
T037989,7/14/2023,P01695,Adjustment,-10,BATCH-8684,,C39,6/13/2026,48.03,EMP031,,DAMAGE,17615
T037990,9/11/2022,P01811,Purchase,838,BATCH-4221,SUP145,A21,7/20/2023,23.87,EMP014,PO-2022-01007,,7072
T037991,4/12/2022,P00988,Purchase,1313,BATCH-8600,SUP024,D21,1/22/2023,28.21,EMP023,,,20000
T037992,3/19/2022,P01681,Return,4,BATCH-1148,,A48,5/19/2024,36.5,EMP022,,RETURN,19100
T037993,3/29/2023,P00009,Purchase,2861,BATCH-6684,SUP011,A43,7/29/2024,3.22,EMP017,PO-2022-03317,,24624
T037994,5/1/2023,P00089,Transfer,38,BATCH-9108,,A06,9/26/2024,16.76,EMP045,,,11774
T037995,12/16/2023,P01953,Purchase,1176,BATCH-8211,SUP098,B44,11/15/2025,43.53,EMP022,PO-2022-04396,,19824
T037996,9/6/2023,P01709,Sale,-77,BATCH-8694,,B25,7/23/2026,18.29,EMP038,,,9366
T037997,10/22/2022,P00969,Purchase,2993,BATCH-5436,SUP034,C49,7/25/2025,15.44,EMP001,PO-2022-00492,,18340
T037998,7/2/2022,P01933,Sale,-8,BATCH-4540,,C22,8/3/2023,11.18,EMP037,,,24589
T037999,4/29/2022,P00426,Sale,-80,BATCH-5326,,D25,12/27/2023,43.92,EMP017,,,13221
T038000,4/19/2023,P01901,Purchase,2714,BATCH-8283,SUP042,B41,9/16/2024,38.46,EMP020,,,11058
T038001,10/23/2023,P01476,Purchase,1230,BATCH-5614,SUP064,A25,8/1/2024,28.82,EMP021,,,13802
T038002,7/7/2023,P01724,Purchase,129,BATCH-8105,SUP080,D39,6/25/2024,42.97,EMP017,,,24214
T038003,10/17/2023,P00234,Sale,-9,BATCH-1925,,C36,9/7/2026,35.06,EMP032,,,14654
T038004,2/23/2023,P01564,Sale,-96,BATCH-3370,,D10,10/3/2025,48.59,EMP021,,,19120
T038005,6/10/2023,P00992,Purchase,321,BATCH-4037,SUP032,A33,1/26/2024,46.57,EMP041,PO-2022-04308,,10836
T038006,8/3/2022,P00601,Sale,-56,BATCH-3509,,D37,6/9/2025,12.09,EMP020,,,23256
T038007,11/3/2022,P01656,Sale,-48,BATCH-4852,,C29,10/25/2024,19.75,EMP047,,,11845
T038008,5/25/2022,P00692,Adjustment,14,BATCH-2101,,C02,5/10/2024,9.41,EMP007,,OTHER,11405
T038009,8/30/2023,P00423,Write-off,-70,BATCH-7154,,C03,7/7/2024,20.65,EMP021,,EXPIRED,10172
T038010,12/19/2023,P00932,Purchase,2590,BATCH-7950,SUP083,D23,2/27/2025,19.43,EMP017,,,13694
T038011,7/30/2023,P00097,Return,24,BATCH-8748,,D25,7/10/2025,1.37,EMP034,,RETURN,19214
T038012,10/4/2022,P01772,Sale,-26,BATCH-6629,,C37,7/23/2025,16.18,EMP048,,,17028
T038013,1/17/2022,P01501,Adjustment,-24,BATCH-3568,,C17,9/14/2024,15.11,EMP028,,COUNT_ERROR,13851
T038014,1/16/2023,P00321,Sale,-92,BATCH-7335,,C33,5/13/2024,9.19,EMP039,,,14828
T038015,9/12/2023,P01783,Sale,-8,BATCH-2946,,B47,4/8/2024,27.65,EMP045,,,13583
T038016,7/15/2023,P01474,Sale,-62,BATCH-9184,,A43,4/12/2026,16.61,EMP004,,,21468
T038017,4/18/2023,P01911,Purchase,1687,BATCH-7462,SUP041,C10,3/3/2026,25.2,EMP010,PO-2022-04262,,17500
T038018,8/27/2023,P01429,Write-off,-78,BATCH-9963,,D18,3/6/2024,13.22,EMP042,,DAMAGE,5305
T038019,9/21/2022,P01520,Purchase,2734,BATCH-3943,SUP002,B28,4/3/2025,3.06,EMP029,PO-2022-01950,,17197
T038020,7/6/2023,P00433,Purchase,2780,BATCH-3142,SUP130,A44,5/31/2024,35.72,EMP042,PO-2022-01668,,13941
T038021,7/4/2023,P01622,Return,9,BATCH-3155,,A06,5/19/2024,11.9,EMP044,,RETURN,17012
T038022,8/8/2023,P00401,Return,8,BATCH-2804,,D21,11/9/2025,2.16,EMP033,,RETURN,15874
T038023,4/16/2023,P01344,Sale,-78,BATCH-1442,,B18,12/21/2024,3.21,EMP032,,,8785
T038024,5/25/2022,P01719,Purchase,2465,BATCH-2231,SUP092,D29,4/18/2023,7.33,EMP031,PO-2022-00550,,17450
T038025,2/10/2022,P00573,Purchase,518,BATCH-8854,SUP054,C22,6/19/2023,45.9,EMP045,PO-2022-00844,,17793
T038026,4/11/2023,P01522,Sale,-98,BATCH-5411,,D15,2/9/2024,18.66,EMP049,,,20172
T038027,7/2/2023,P00322,Purchase,1485,BATCH-3239,SUP130,D39,3/16/2025,15.96,EMP020,,,13643
T038028,1/21/2022,P01354,Sale,-11,BATCH-3136,,C06,9/1/2022,10.72,EMP009,,,12110
T038029,5/6/2023,P01549,Purchase,1213,BATCH-9534,SUP124,D29,3/31/2024,19.15,EMP033,PO-2022-01978,,20504
T038030,11/24/2022,P00436,Sale,-48,BATCH-9380,,C29,8/14/2023,36.63,EMP005,,,11497
T038031,8/17/2023,P00681,Purchase,2646,BATCH-1560,SUP134,D28,1/17/2026,30.4,EMP041,,,18614
T038032,6/14/2022,P00986,Return,22,BATCH-3441,,C45,6/1/2023,4.57,EMP002,,RETURN,16252
T038033,10/1/2023,P01774,Purchase,961,BATCH-8336,SUP123,D15,5/5/2026,22.12,EMP031,PO-2022-00434,,15240
T038034,12/16/2023,P01553,Purchase,2787,BATCH-8662,SUP107,B09,1/27/2026,3.42,EMP028,,,27125
T038035,3/27/2023,P00649,Purchase,2683,BATCH-5872,SUP003,D10,7/31/2025,26.41,EMP037,,,17446
T038036,3/3/2022,P01261,Purchase,328,BATCH-7044,SUP149,A34,11/22/2022,18.47,EMP001,,,9639
T038037,2/11/2022,P00618,Purchase,1582,BATCH-1760,SUP027,C48,9/28/2022,10.15,EMP017,,,17846
T038038,5/13/2023,P00202,Purchase,253,BATCH-6158,SUP102,B38,6/19/2024,19.27,EMP037,PO-2022-04923,,12705
T038039,10/20/2022,P01838,Purchase,1356,BATCH-4136,SUP078,D08,6/18/2024,11.65,EMP018,PO-2022-01728,,13211
T038040,6/27/2023,P01447,Sale,-54,BATCH-6596,,A39,11/11/2025,41.31,EMP019,,,12143
T038041,12/5/2023,P00996,Sale,-12,BATCH-9862,,D19,8/22/2025,8.89,EMP022,,,14868
T038042,6/18/2022,P01894,Purchase,495,BATCH-3756,SUP029,C37,5/10/2023,38.35,EMP011,PO-2022-01121,,17889
T038043,6/25/2023,P00290,Purchase,191,BATCH-5551,SUP100,D17,7/10/2024,6.8,EMP006,PO-2022-00628,,2891
T038044,5/22/2023,P01561,Purchase,2054,BATCH-4721,SUP095,C10,6/23/2025,41.44,EMP016,,,8887
T038045,12/19/2023,P00013,Purchase,1631,BATCH-2631,SUP097,C14,4/8/2025,16.24,EMP041,,,8755
T038046,10/25/2023,P01372,Purchase,573,BATCH-4219,SUP139,D26,7/6/2025,39.53,EMP012,,,14295
T038047,2/1/2023,P01518,Sale,-82,BATCH-7285,,B25,10/15/2025,39.86,EMP007,,,14039
T038048,3/11/2022,P01574,Sale,-71,BATCH-1435,,B41,4/23/2024,28.2,EMP029,,,20394
T038049,3/10/2023,P00863,Purchase,2769,BATCH-8375,SUP088,C40,7/11/2024,37.07,EMP002,PO-2022-02327,,26462
T038050,3/19/2022,P01274,Purchase,1980,BATCH-9901,SUP060,C07,3/11/2024,4.9,EMP013,PO-2022-01726,,11337
T038051,3/28/2022,P01743,Write-off,-13,BATCH-9366,,B39,1/14/2023,22.15,EMP045,,DAMAGE,14174
T038052,6/20/2022,P01274,Sale,-80,BATCH-1094,,A27,4/4/2023,4.9,EMP021,,,11257
T038053,7/23/2023,P00681,Sale,-75,BATCH-2520,,A47,8/28/2024,30.4,EMP004,,,18539
T038054,10/20/2022,P01443,Purchase,477,BATCH-8639,SUP110,B31,8/1/2023,26.37,EMP020,,,16285
T038055,7/13/2022,P01822,Purchase,1970,BATCH-7948,SUP063,D29,11/25/2023,11.28,EMP042,,,18800
T038056,11/1/2023,P00560,Sale,-41,BATCH-6528,,D10,2/1/2026,43.78,EMP014,,,19312
T038057,3/26/2022,P00876,Purchase,1702,BATCH-7453,SUP031,D20,11/2/2022,2.21,EMP016,PO-2022-00606,,15108
T038058,12/11/2022,P00607,Sale,-52,BATCH-2718,,D18,7/16/2024,36.62,EMP022,,,17202
T038059,1/11/2023,P01655,Sale,-35,BATCH-6809,,B41,8/2/2023,19.24,EMP031,,,17592
T038060,6/15/2023,P00740,Purchase,2991,BATCH-9283,SUP006,B07,7/16/2024,3.03,EMP009,PO-2022-01930,,10072
T038061,11/2/2023,P01351,Purchase,1535,BATCH-7946,SUP091,D25,11/19/2024,21.98,EMP013,,,13956
T038062,4/28/2023,P00460,Purchase,1755,BATCH-7217,SUP145,D40,9/19/2025,23.49,EMP029,PO-2022-04460,,22391
T038063,11/4/2023,P00295,Sale,-45,BATCH-7980,,C46,10/18/2026,33.19,EMP047,,,14949
T038064,11/22/2023,P01006,Sale,-8,BATCH-3969,,C34,9/14/2026,18.9,EMP011,,,14233
T038065,5/15/2022,P01324,Sale,-73,BATCH-8601,,D41,4/15/2023,16.4,EMP026,,,19173
T038066,2/1/2022,P01274,Transfer,93,BATCH-2888,,A39,3/29/2024,4.9,EMP002,,,11350
T038067,5/27/2023,P01233,Sale,-4,BATCH-4862,,A01,5/22/2025,33.95,EMP022,,,9716
T038068,7/15/2022,P01942,Purchase,1842,BATCH-5097,SUP113,D40,8/17/2023,47.4,EMP019,,,17711
T038069,7/24/2023,P01002,Sale,-68,BATCH-6290,,D25,8/13/2024,3.44,EMP006,,,8366
T038070,9/27/2022,P00822,Purchase,1901,BATCH-5454,SUP069,C35,12/24/2024,32.67,EMP021,PO-2022-02474,,15361
T038071,8/17/2022,P00132,Sale,-3,BATCH-1272,,C47,11/7/2023,29.57,EMP042,,,16748
T038072,1/7/2023,P01148,Sale,-3,BATCH-8047,,C13,2/22/2025,20.19,EMP025,,,12332
T038073,5/16/2022,P00270,Return,48,BATCH-3100,,A45,6/10/2024,16.79,EMP027,,RETURN,13343
T038074,11/10/2022,P00888,Sale,-19,BATCH-4158,,C16,11/16/2024,11.12,EMP038,,,23612
T038075,6/19/2022,P00801,Sale,-20,BATCH-2102,,C05,8/31/2023,42.65,EMP029,,,23460
T038076,1/21/2023,P00150,Sale,-32,BATCH-5125,,D14,5/18/2025,39.97,EMP033,,,16965
T038077,1/25/2022,P00639,Purchase,1415,BATCH-5790,SUP098,C09,1/27/2023,45.22,EMP010,,,8788
T038078,1/31/2023,P00595,Purchase,782,BATCH-2427,SUP059,B02,8/8/2024,29.31,EMP011,PO-2022-04814,,13840
T038079,9/16/2022,P00476,Sale,-3,BATCH-8924,,D23,4/14/2024,11.38,EMP011,,,11147
T038080,6/29/2023,P00130,Sale,-12,BATCH-6932,,A07,12/22/2025,5.87,EMP017,,,11807
T038081,6/23/2022,P00830,Purchase,2675,BATCH-7024,SUP002,C46,12/28/2022,31.96,EMP028,PO-2022-04998,,15455
T038082,2/27/2023,P00754,Sale,-94,BATCH-1687,,A22,2/15/2025,38.56,EMP048,,,10608
T038083,5/14/2022,P00614,Purchase,1383,BATCH-1754,SUP106,A11,11/30/2023,5.65,EMP001,,,12927
T038084,11/29/2022,P00964,Sale,-78,BATCH-9252,,B29,4/22/2024,24.11,EMP032,,,15630
T038085,8/23/2022,P00079,Sale,-40,BATCH-4112,,A16,5/3/2023,13.32,EMP013,,,22585
T038086,12/25/2022,P01161,Purchase,675,BATCH-5384,SUP006,B46,10/16/2025,6.8,EMP016,PO-2022-04133,,14674
T038087,12/29/2022,P00742,Sale,-98,BATCH-3302,,C29,2/15/2025,5.97,EMP047,,,14769
T038088,9/22/2023,P01258,Sale,-43,BATCH-2188,,B09,1/13/2025,16.49,EMP016,,,23668
T038089,12/27/2022,P01749,Write-off,-53,BATCH-7786,,D30,12/28/2024,36.57,EMP019,,THEFT,23976
T038090,5/27/2022,P01376,Sale,-95,BATCH-1231,,B06,8/7/2023,27.89,EMP037,,,21925
T038091,3/31/2023,P01862,Purchase,2328,BATCH-6443,SUP099,A07,11/21/2023,29.49,EMP012,,,20119
T038092,7/28/2022,P01626,Purchase,1336,BATCH-6082,SUP144,B11,10/30/2024,16.53,EMP022,PO-2022-03948,,15153
T038093,2/15/2022,P01034,Purchase,470,BATCH-4340,SUP052,D31,5/6/2023,17.94,EMP023,PO-2022-04929,,18161
T038094,12/21/2023,P01669,Sale,-87,BATCH-5147,,C19,11/27/2024,13.96,EMP020,,,17150
T038095,5/26/2023,P00101,Purchase,1474,BATCH-7546,SUP017,B46,2/28/2024,48.43,EMP021,PO-2022-02825,,23518
T038096,6/3/2023,P00542,Purchase,1623,BATCH-7018,SUP085,A24,12/8/2023,23.82,EMP001,,,18739
T038097,1/25/2022,P00967,Sale,-78,BATCH-7749,,A19,2/23/2024,48.56,EMP025,,,11554
T038098,6/11/2023,P01444,Sale,-37,BATCH-8704,,A04,10/3/2024,17.91,EMP020,,,15938
T038099,12/19/2023,P00624,Purchase,299,BATCH-4567,SUP100,D11,5/26/2026,46.28,EMP040,PO-2022-03113,,15433
T038100,10/8/2023,P01446,Return,14,BATCH-9596,,C19,7/10/2024,44.34,EMP043,,RETURN,7586
T038101,7/16/2022,P01552,Purchase,2291,BATCH-1485,SUP111,C07,4/20/2025,25.44,EMP026,,,15908
T038102,2/4/2023,P00638,Purchase,113,BATCH-9714,SUP013,A02,4/27/2024,7.48,EMP030,,,18423
T038103,6/4/2023,P01491,Purchase,1183,BATCH-7649,SUP064,A23,11/21/2025,17.51,EMP016,,,16775
T038104,1/19/2023,P00883,Sale,-79,BATCH-1706,,B20,9/14/2025,28.8,EMP001,,,13796
T038105,10/16/2023,P00369,Purchase,240,BATCH-9737,SUP149,A15,1/14/2026,44.83,EMP045,PO-2022-03408,,25659
T038106,12/31/2023,P00882,Sale,-74,BATCH-5830,,C34,7/19/2024,11.64,EMP047,,,20524
T038107,1/12/2022,P01606,Purchase,2464,BATCH-6517,SUP114,C20,8/9/2023,7.31,EMP005,,,14033
T038108,1/20/2022,P00637,Purchase,2944,BATCH-3011,SUP106,D19,2/26/2024,47.58,EMP029,,,13668
T038109,6/9/2022,P01514,Return,6,BATCH-1665,,B41,1/22/2023,33.93,EMP040,,RETURN,15800
T038110,9/17/2023,P00293,Sale,-93,BATCH-9471,,C42,6/26/2026,24.56,EMP006,,,20097
T038111,1/10/2023,P00807,Return,40,BATCH-6051,,B01,7/13/2023,1.62,EMP044,,RETURN,12079
T038112,2/27/2023,P00310,Purchase,2089,BATCH-7880,SUP021,D27,11/2/2025,20.4,EMP009,,,14146
T038113,1/9/2022,P00441,Sale,-10,BATCH-9010,,C24,8/10/2024,43.7,EMP008,,,13913
T038114,5/31/2022,P00527,Sale,-13,BATCH-4360,,B49,11/29/2022,3.2,EMP028,,,16289
T038115,3/7/2022,P00753,Adjustment,9,BATCH-1357,,A40,7/28/2024,29.3,EMP042,,RETURN,19404
T038116,1/21/2023,P01320,Sale,-35,BATCH-8862,,C35,1/5/2024,41.63,EMP021,,,15299
T038117,10/28/2022,P01345,Sale,-46,BATCH-6133,,A23,10/11/2023,36.95,EMP007,,,23160
